bucket,tick,b,se_b,a,se_a,cov_ab,edge_c,edge_se_c,edge_lo_c,edge_hi_c,edge_z,best_price,subcent_share,median_half_spread_c,n_windows,n_obs
5-0s,0.001,1.119682559521982,0.022858959524064956,-0.05513170794370574,0.06501858681460945,-5.216934301432285e-05,0.5286868245123405,0.5603293268166161,-0.569558656048227,1.6269323050729079,0.9435287414206119,0.909983180032,0.06513010140423312,0.5000000000000001,8817,44081
5-0s,0.01,1.177583684233617,0.021206238355921114,0.08028637705665917,0.04800762224499238,7.997510859420857e-05,2.8390623016566994,0.7034951761960925,1.4602117563123582,4.21791284700104,4.035652834192765,0.8170488659009999,0.0,0.5000000000000004,12290,61439
